"","unit","id","suffix","prism","x","y","z","type","geo","spit","exc","plunge","bearing","length","max_width","thickness","collected","comment","date","time"
"1349","G16",1,0,0,6.109,16.896,-3.477,"Bone","4","NA","DK","NA","NA","40","48","NA","no","Not collected. vertebra fra.","6/8/2017","12:11:41 PM"
"1350","F16",25,0,0.02,5.709,16.335,-3.748,"Bone","4","NA","ZK","8","34","50","12","NA","no","Not collected. frag.","6/8/2017","12:10:00 PM"
"1351","E20",33,0,0,4.994,20.808,-4.422,"Tooth","5","NA","NT","NA","NA","34","35","27","yes","equus, isolated tooth","6/8/2017","11:50:49 AM"
"1352","F16",24,0,0,5.749,16.623,-3.923,"Bone","4","NA","ZK","38","258","110","15","NA","no","Not collected. frag.","6/8/2017","11:49:05 AM"
"1353","F16",23,0,0,5.685,16.104,-3.648,"Bone","4","NA","ZK","14","114","90","20","NA","no","Not collected. frag.","6/8/2017","11:47:59 AM"
"1354","F18",49,0,0.03,5.416,18.256,-4.256,"Bone","4/5","NA","KH","28","345","NA","NA","NA","yes","Immerged below another bone. Broken on purpose.","6/8/2017","11:24:49 AM"
"1355","F18",48,0,0.02,5.387,18.151,-4.268,"Bone","4/5","NA",NA,"22","106","105","50","NA","yes","Possibly articulated radius frag, equus","6/8/2017","11:21:19 AM"
"1356","F16",22,0,0.05,5.97,16.937,-3.771,"Bone","4","NA","DK","2","52","80","30","NA","no","Not collected","6/8/2017","10:57:34 AM"
"1357","F17",37,0,0,5.962,17.042,-3.729,"Bone","4","NA","DK","NA","NA","30","20","NA","no","Not collected","6/8/2017","10:57:07 AM"
"1358","G17",9,0,0.15,6.001,17.108,-3.708,"Bone","4","NA","DK","NA","NA","85","50","NA","no","Not collected","6/8/2017","10:56:32 AM"
"1359","G17",8,0,0.25,6.127,17.36,-3.65,"Bone","4","NA","DK","NA","NA","70","20","NA","no","Not collected","6/8/2017","10:55:55 AM"
"1360","G17",7,0,0.3,6.178,17.377,-3.636,"Bone","4","NA","DK","2","42","140","30","NA","no","Not collected. frag.","6/8/2017","10:54:00 AM"
"1361","F19",23,0,0.2,5.721,19.264,-3.825,"Bone","4","NA","AG","NA","NA","60","50","NA","yes","vertebra","6/8/2017","10:52:20 AM"
"1362","E21",66,0,0,4.601,21.092,-4.462,"Bone","5","NA","NT","5","198","110","65","NA","yes","Vertebra","6/8/2017","10:44:55 AM"
"1363","F18",47,0,0.25,5.858,18.02,-4.129,"Bone","4/5","NA","KH","NA","NA","45","35","NA","no","?","6/8/2017","10:11:44 AM"
"1364","F16",21,0,0,5.826,16.927,-4.105,"Bone","4","NA","DK","88","NA","220","45","NA","yes","humerus","6/8/2017","10:07:52 AM"
"1365","F16",20,0,0.2,5.758,16.96,-4.21,"Bone","4","NA","DK","NA","NA","100","80","NA","no","Not collected.","6/7/2017","3:32:26 PM"
"1366","F18",46,0,0.4,5.717,18.294,-4.103,"Bone","4/5","NA","TM","24","194","170","33","NA","no","Not collected. long bone frag.","6/7/2017","3:30:20 PM"
"1367","F20",46,0,0.01,5.704,20.426,-4.299,"Coprolite","5","NA","NT","NA","NA","40","37","NA","yes","humerus head?","6/7/2017","3:19:55 PM"
"1368","F17",36,0,0.15,5.621,17.101,-4.235,"Bone","4","NA","DK","0","34","97","50","NA","yes","isolated calcaneus, equus","6/7/2017","3:18:34 PM"
"1369","F20",45,0,0,5.609,20.253,-4.256,"Bone","4/5","NA","NT","NA","NA","30","23","NA","yes","Vertebra frag.","6/7/2017","2:54:26 PM"
"1370","F16",19,0,0,5.645,16.766,-4.002,"Bone","4","NA","DK","28","214","80","15","NA","no","Not collected. Long bone frag.","6/7/2017","2:52:22 PM"
"1371","F18",45,0,0,5.326,18.07,-4.267,"Bone","4/5","NA","KH","18","246","290","NA","NA","no","Not collected. long bone (rib?) frag.","6/7/2017","2:36:14 PM"
"1372","F18",44,0,0.6,5.67,18.226,-4.3,"Bone","4/5","NA","TM","NA","NA","120","18","NA","no","Not collected. long bone frag.","6/7/2017","2:31:36 PM"
"1373","F18",41,6,0,5.323,18.234,-4.255,"Bone","4","NA","KH","0","83","200","60","NA","yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus","6/7/2017","2:25:05 PM"
"1374","F18",41,5,0,5.294,18.266,-4.278,"Bone","4","NA","KH","0","83","200","60","NA","yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus","6/7/2017","2:24:35 PM"
"1375","F22",7,0,0.4,5.463,22.261,-4.168,"Bone","4","NA","DG","16","320","205","44","NA","yes","full of calcareus concretions long bone","6/7/2017","2:16:23 PM"
"1376","F20",44,0,0,5.468,20.54,-4.302,"Bone","5","NA","NT","2","55","60","7","NA","yes","carnivore metapodial","6/7/2017","2:13:58 PM"
"1377","F17",35,0,0.200000003,5.714,17.241,-4.144,"Bone","4","NA","DK","NA","NA","100","55","NA","yes","astragalus + tarsal, equus","6/7/2017","2:12:03 PM"
"1378","F17",34,0,0.200000003,5.649,17.272,-4.189,"Bone","4","NA","DK","NA","NA","30","20","NA","yes","astragalus, cervid","6/7/2017","2:10:39 PM"
"1379","F17",33,0,0.2,5.76,17.336,-4.13,"Bone","4","NA","DK","NA","NA","NA","NA","NA","yes","carpal","6/7/2017","1:42:59 PM"
"1380","F17",32,0,0.1,5.838,17.313,-4.013,"Bone","4","NA","DK","64","85","120","65","NA","yes","distal tibia equus","6/7/2017","1:32:48 PM"
"1381","F18",41,4,0.15,5.373,18.145,-4.234,"Bone","4","NA","KH","0","83","200","60","NA","yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus","6/7/2017","1:30:20 PM"
"1382","F20",43,0,0,5.716,20.463,-4.179,"Bone","4/5","NA","NT","14","202","55","25","NA","yes","humerus frag.","6/7/2017","1:28:06 PM"
"1383","F18",43,0,0.1,5.125,18.256,-4.216,"Bone","4","NA","TM","16","318","340","190","NA","yes","Scapula","6/7/2017","1:00:36 PM"
"1384","F18",42,0,0.05,5.177,18.089,-4.204,"Bone","4","NA","KH","22","340","NA","NA","NA","no","rib frag.","6/7/2017","12:55:42 PM"
"1385","F18",41,3,0.15,5.295,18.211,-4.255,"Bone","4","NA","KH","36","298","NA","NA","NA","yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus","6/7/2017","12:54:27 PM"
"1386","F17",31,3,0.15,5.746,17.44,-4.033,"Bone","4","NA","DK","8","284","NA","NA","NA","yes","Articulated. equus, first phalang + second + third + metatarsal","6/7/2017","12:52:22 PM"
"1387","F17",31,2,0.200000003,5.752,17.602,-4.029,"Bone","4","NA","DK","8","284","NA","NA","NA","yes","Articulated. equus, first phalang + second + third + metatarsal","6/7/2017","12:51:31 PM"
"1388","F17",31,1,0.200000003,5.727,17.648,-4.035,"Bone","4","NA","DK","8","284","NA","NA","NA","yes","Articulated. equus, first phalang + second + third + metatarsal","6/7/2017","12:50:46 PM"
"1389","F17",31,0,0.2,5.718,17.686,-4.035,"Bone","4","NA","DK","8","284","NA","NA","NA","yes","Articulated. equus, first phalang + second + third + metatarsal","6/7/2017","12:49:08 PM"
"1390","F18",41,2,0.100000001,5.297,18.18,-4.234,"Bone","4","NA","KH","36","298","NA","NA","NA","yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus","6/7/2017","12:42:37 PM"
"1391","F18",41,1,0.1,5.287,18.21,-4.241,"Bone","4","NA","KH","36","298","NA","NA","NA","yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus","6/7/2017","12:42:13 PM"
"1392","F20",42,0,0,5.672,20.383,-4.094,"Bone","4","NA","NT","4","270","90","35","NA","no","Not collected. long bone frag.","6/7/2017","12:39:42 PM"
"1393","F18",41,0,0,5.223,18.071,-4.171,"Bone","4","NA","KH","36","298","NA","NA","NA","yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus","6/7/2017","12:29:30 PM"
"1394","F21",15,10,0,4.208,21.751,-4.441,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:25:00 PM"
"1395","F21",15,9,0,4.291,21.358,-4.475,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:24:55 PM"
"1396","F21",15,8,0,4.338,20.966,-4.473,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:24:42 PM"
"1397","F21",15,7,0.1,5.385,21.329,-4.334,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:24:08 PM"
"1398","F21",15,6,0.3,4.88,21.796,-4.377,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:23:36 PM"
"1399","F21",15,5,0,4.851,21.302,-4.405,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:23:15 PM"
"1400","F21",15,4,0,4.85,20.943,-4.382,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:23:04 PM"
"1401","F21",15,3,0,5.271,20.937,-4.332,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:22:56 PM"
"1402","F21",15,2,0,5.719,20.935,-4.286,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:22:35 PM"
"1403","F21",15,1,0.4,5.836,21.39,-4.304,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:22:15 PM"
"1404","F21",15,0,0.6,5.833,21.881,-4.304,"Surface","5","NA",NA,"NA","NA","NA","NA","NA",NA,"Top Geo 5","6/7/2017","12:21:28 PM"
"1405","F19",22,0,0,5.162,19.428,-4.047,"Bone","4","NA","AG","46","274","100","40","NA","yes","calcaneus frag.","6/7/2017","12:09:33 PM"
"1406","E23",3,0,0.150000006,4.4,23.22,-4.321,"Bone","4","NA","VT","NA","NA","30","30","NA","yes","epiphisys frag.","6/7/2017","12:06:47 PM"
"1407","F18",40,0,0.15,5.396,18.173,-4.253,"Bone","4","NA","KH","NA","NA","50","24","NA","yes","sesamoid?","6/7/2017","11:55:48 AM"
"1408","F18",39,0,0,5.155,18.028,-4.161,"Bone","4","NA","KH","18","320","195","50","NA","yes","long bone (humerus) frag.","6/7/2017","11:48:22 AM"
"1409","F18",38,0,0.1,5.362,18.093,-4.222,"Bone","4","NA","KH","2","342","190","30","NA","no","Not collected. long bone frag.","6/7/2017","11:44:58 AM"
"1410","F19",21,0,0,5.35,19.159,-3.945,"Bone","4","NA","AG","12","172","140","50","NA","yes","long bone frag.","6/7/2017","11:35:03 AM"
"1411","F21",14,0,0.2,5.322,21.976,-4.138,"Bone","4","NA","DG","NA","NA","NA","NA","NA","yes",NA,"6/7/2017","11:23:21 AM"
"1412","F16",18,0,0,5.695,16.128,-3.638,"Bone","4","NA","DK","10","118","90","20","NA","no","Not collected. frag","6/7/2017","11:19:49 AM"
"1413","F16",17,0,0.05,5.564,16.466,-3.674,"Bone","4","NA","DK","NA","NA","10","30","NA","no","Not collected. frag","6/7/2017","11:18:58 AM"
"1414","F22",6,0,0.3,5.405,22.105,-4.131,"Bone","4","NA","DG","NA","NA","NA","NA","NA","yes","Phalangs","6/7/2017","10:59:18 AM"
"1415","F17",30,0,0.1,5.385,17.977,-4.217,"Bone","4","NA","KH","0","25","40","26","NA","yes","turtle?","6/7/2017","10:57:05 AM"
"1416","F18",37,0,0.349999994,5.739,18.364,-4.011,"Bone","4","NA","TM","NA","NA","41","34","NA","no","Not collected. frag.","6/7/2017","10:42:02 AM"
"1417","F18",36,0,0.35,5.768,18.298,-3.997,"Bone","4","NA","TM","20","264","120","35","NA","no","long bone frag.","6/7/2017","10:36:30 AM"
"1418","F21",13,0,0,5.978,21.167,-3.569,"Bone","4","NA","Prof.GK","14","276","95","45","NA","no","pelvis frag.","6/7/2017","10:30:47 AM"
"1419","G21",2,0,0.05,6.164,21.188,-3.5,"Tooth","4","NA","Prof.GK","4","52","68","35","NA","yes","isolated eqqus tooth","6/7/2017","10:29:00 AM"
"1420","G21",1,0,0,6.098,21.166,-3.504,"Tooth","4","NA","Prof.GK","6","240","64","47","25","yes","Isolated equus tooth","6/7/2017","10:27:20 AM"
"1421","F21",12,0,0,5.979,21.051,-3.508,"Bone","4","NA","Prof.GK","6","330","190","36","25","yes","Metapodial, equus","6/7/2017","10:25:42 AM"
"1422","F20",41,0,0,5.995,20.969,-3.476,"Bone","4","NA","Prof.GK","2","136","230","60","30","no","Not collected. Radius, equus","6/7/2017","10:23:45 AM"
"1423","H22",4,0,0,7.446,22.039,-2.894,"ISO Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TV-S 425","6/7/2017","10:23:07 AM"
"1424","H21",4,0,0,7.487,21.984,-2.751,"ISO Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TV-S 465","6/7/2017","10:22:36 AM"
"1425","H21",3,0,0,7.427,21.692,-2.559,"ISO Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TV-S 490","6/7/2017","10:22:00 AM"
"1426","E15",6,0,0,4.901,15.039,-3.412,"ISO Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TVS2-370","6/7/2017","10:20:44 AM"
"1427","E15",5,0,0,4.899,15.545,-3.695,"ISO Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TVS2-340","6/7/2017","10:20:18 AM"
"1428","E15",4,0,0,4.832,15.56,-3.955,"ISO Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TVS2-310","6/7/2017","10:19:32 AM"
"1429","D12",4,0,0,3.305,12.753,-3.245,"PM Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TV-5","6/7/2017","10:16:02 AM"
"1430","D12",3,0,0,3.401,12.699,-3.547,"PM Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TV-3 (+ 130cm)","6/7/2017","10:10:12 AM"
"1431","D12",2,0,0,3.449,12.903,-3.972,"PM Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TV-2 (z +215cm)","6/7/2017","10:06:45 AM"
"1432","D12",1,0,0,3.121,12.905,-4.198,"PM Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TV-1.1 (215cm)","6/7/2017","9:57:45 AM"
"1433","D13",24,0,0,3.676,13.042,-3.766,"ISO Sample",NA,"NA","AJ","NA","NA","NA","NA","NA",NA,"TVT-100 (z -215cm)","6/7/2017","9:55:49 AM"
"1434","F21",11,0,0,5.576,21.152,-4.328,"Bone","4/5","NA","NT","4","115","100","20","NA","yes","very well preserved long bone frag., Mg oxidation","6/6/2017","3:45:08 PM"
"1435","G17",6,0,0,6.247,17.168,-3.379,"Bone/Tooth","4","NA","Prof.GK","NA","NA","NA","NA","NA","yes","Rhino maxilla","6/6/2017","3:36:19 PM"
"1436","F20",40,0,0,5.676,20.964,-4.244,"Bone","4","NA","NT","NA","NA","22","20","NA","yes","Third phalanx,","6/6/2017","3:11:05 PM"
"1437","F17",29,7,0,5.258,18.025,-4.161,"Bone","4/5","NA","KH","4","190","NA","NA","NA","yes","second phalanx, first phal., 1 sesamoind, metapodial, tarsals, calcaneous, astragolus, tibia","6/6/2017","3:10:29 PM"
"1438","F17",29,6,0,5.238,17.964,-4.135,"Bone","4/5","NA","KH","4","190","NA","NA","NA","yes","second phalanx, first phal., 1 sesamoind, metapodial, tarsals, calcaneous, astragolus, tibia","6/6/2017","3:09:59 PM"
"1439","F17",29,5,0,5.212,17.937,-4.141,"Bone","4/5","NA","KH","4","190","NA","NA","NA","yes","second phalanx, first phal., 1 sesamoind, metapodial, tarsals, calcaneous, astragolus, tibia","6/6/2017","3:09:15 PM"
"1440","F17",29,4,0,5.272,17.939,-4.139,"Bone","4/5","NA","KH","4","190","NA","NA","NA","yes","second phalanx, first phal., 1 sesamoind, metapodial, tarsals, calcaneous, astragolus, tibia","6/6/2017","3:08:48 PM"
"1441","F17",29,3,0,5.411,17.931,-4.138,"Bone","4/5","NA","KH","4","190","NA","NA","NA","yes","second phalanx, first phal., 1 sesamoind, metapodial, tarsals, calcaneous, astragolus, tibia","6/6/2017","3:07:44 PM"
"1442","F17",29,2,0.06,5.537,17.889,-4.145,"Bone","4/5","NA","KH","4","190","NA","NA","NA","yes","second phalanx, first phal., 1 sesamoind, metapodial, tarsals, calcaneous, astragolus, tibia","6/6/2017","3:04:50 PM"
"1443","F17",29,1,0.1,5.568,17.925,-4.118,"Bone","4/5","NA","KH","4","190","NA","NA","NA","yes","second phalanx, first phal., 1 sesamoind, metapodial, tarsals, calcaneous, astragolus, tibia","6/6/2017","2:59:23 PM"
"1444","F17",29,0,0.15,5.615,17.921,-4.101,"Bone","4/5","NA","KH","4","190","NA","NA","NA","yes","second phalanx, first phal., 1 sesamoind, metapodial, tarsals, calcaneous, astragolus, tibia","6/6/2017","2:55:09 PM"
"1445","F18",54,1,0.2,5.302,18.453,-4.18,"Bone","4","NA","TM","52","56","80","50","NA","yes","Articulated, slightly switched first phalanx, equus","6/6/2017","2:52:28 PM"
"1446","F21",10,0,0,5.344,21.228,-4.309,"Bone","5","NA","NT","0","85","80","60","NA","yes","?","6/6/2017","1:44:51 PM"
"1447","F21",9,0,0.1,5.648,21.496,-4.27,"Bone","4/5","NA","NT","0","140","85","40","NA","yes","long bone frag.","6/6/2017","1:43:07 PM"
"1448","F20",39,0,0,5.427,20.957,-4.189,"Bone","4","NA","NT","0","180","75","15","NA","yes","lateral metapodial, equus","6/6/2017","1:40:52 PM"
"1449","F18",34,0,0.100000001,5.651,18.041,-3.978,"Bone","4","NA","TM","NA","NA","34","32","NA","yes","turtle frag.","6/6/2017","1:14:52 PM"
"1450","G17",5,0,0.1,6.302,17.267,-3.415,"Bone","4","NA","Prof.GK","NA","NA","40","20","NA","no","bone frag.","6/6/2017","1:12:48 PM"
"1451","F16",16,0,0.05,5.756,16.552,-3.619,"Bone","4","NA","Prof.GK","NA","NA","45","35","NA","no","Not collected. frag.","6/6/2017","1:10:35 PM"
"1452","F16",15,0,0,5.597,16.543,-3.635,"Bone","4","NA","Prof.GK","12","0","170","30","NA","no","Not collected. Long bone frag.","6/6/2017","1:09:42 PM"
"1453","F18",33,0,0.05,5.261,18.208,-4.137,"Bone","5","NA","GK","NA","NA","25","21","NA","yes","carpal","6/6/2017","11:51:02 AM"
"1454","F19",20,7,0.100000001,5.503,19.649,-3.834,"Bone","4","NA","MI","NA","NA","NA","NA","NA","yes","Cluster of iso oriented turtle bones","6/6/2017","11:49:32 AM"
"1455","F19",20,6,0.1,5.511,19.608,-3.827,"Bone","4","NA","MI","NA","NA","NA","NA","NA","yes","Cluster of iso oriented turtle bones","6/6/2017","11:49:16 AM"
"1456","F19",20,5,0.200000003,5.653,19.581,-3.709,"Bone","4","NA","MI","NA","NA","NA","NA","NA","yes","Cluster of iso oriented turtle bones","6/6/2017","11:48:57 AM"
"1457","F19",20,4,0.200000003,5.643,19.566,-3.726,"Bone","4","NA","MI","NA","NA","NA","NA","NA","yes","Cluster of iso oriented turtle bones","6/6/2017","11:48:42 AM"
"1458","F19",20,3,0.2,5.651,19.566,-3.731,"Bone","4","NA","MI","NA","NA","NA","NA","NA","yes","Cluster of iso oriented turtle bones","6/6/2017","11:48:16 AM"
"1459","F19",20,2,0.02,5.608,19.532,-3.746,"Bone","4","NA","MI","NA","NA","NA","NA","NA","yes","Cluster of iso oriented turtle bones","6/6/2017","11:47:47 AM"
"1460","F19",20,1,0,5.61,19.616,-3.716,"Bone","4","NA","MI","NA","NA","NA","NA","NA","yes","Cluster of iso oriented turtle bones","6/6/2017","11:36:25 AM"
"1461","F19",20,0,0,5.553,19.619,-3.736,"Bone","4","NA","MI","NA","NA","NA","NA","NA","yes","Cluster of iso oriented turtle bones","6/6/2017","11:33:56 AM"
"1462","F18",32,0,0,5.191,18.145,-4.093,"Bone","4","NA","KH","8","310","130","29","NA","no","Not collected. Long bone frag.","6/6/2017","11:30:36 AM"
"1463","F18",31,0,0,5.511,18.105,-3.95,"Bone","4","NA","TM","NA","NA","60","34","NA","no","Third phalanx","6/6/2017","11:27:39 AM"
"1464","F22",5,0,0.15,5.653,22.23,-3.943,"Bone","4","NA","DG","24","324","60","10","NA","no","Not collected, long bone frag.","6/6/2017","11:04:03 AM"
"1465","F15",4,0,0,5.496,15.967,-3.519,"Tooth","4","NA","Prof.GK","20","52","60","25","NA","yes","Isolated tooth, rhino","6/6/2017","11:00:27 AM"
"1466","F21",8,0,0.15,5.248,21.335,-4.307,"Bone","4/5","NA","NT","0","70","60","42","NA","yes","frag.","6/6/2017","10:58:43 AM"
"1467","F21",7,0,0.2,5.355,21.436,-4.32,"Bone","4/5","NA","NT","10","104","68","8","NA","yes","bird bone","6/6/2017","10:56:49 AM"
"1468","G17",4,0,0,6.323,17.133,-3.33,"Bone","4","NA","AG","28","234","100","30","NA","no","long bone frag.","6/6/2017","10:31:29 AM"
"1469","F20",38,0,0,5.485,20.412,-4.227,"Bone","4","NA","Prof.GK","NA","NA","40","35","NA","yes","Isolated vertebra","6/6/2017","10:29:05 AM"
"1470","F17",28,0,0.1,5.215,17.768,-4.007,"Tooth","4","NA","KH","NA","NA","30","25","NA","yes","Isolated tooth, bovid","6/6/2017","10:27:10 AM"
"1471","D22",24,4,0.02,3.099,22.462,-4.179,"Bone","4","NA","DG","20","160","260","170","NA","yes","articulated, 5 vertebrae, sitting on Mammuth scapula","6/6/2017","10:20:10 AM"
"1472","D22",24,3,0.029999999,3.125,22.446,-4.169,"Bone","4","NA","DG","20","160","260","170","NA","yes","articulated, 5 vertebrae, sitting on Mammuth scapula","6/6/2017","10:19:42 AM"
"1473","D22",24,2,0.03,3.155,22.424,-4.164,"Bone","4","NA","DG","20","160","260","170","NA","yes","articulated, 5 vertebrae, sitting on Mammuth scapula","6/6/2017","10:19:31 AM"
"1474","D22",24,1,0.02,3.217,22.465,-4.126,"Bone","4","NA","DG","20","160","260","170","NA","yes","articulated, 5 vertebrae, sitting on Mammuth scapula","6/6/2017","10:19:17 AM"
"1475","D22",24,0,0,3.27,22.477,-4.105,"Bone","4","NA","DG","20","160","260","170","NA","yes","articulated, 5 vertebrae, sitting on Mammuth scapula","6/6/2017","10:14:48 AM"
"1476","D22",23,49,0.1,3.053,21.902,-4.111,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:13:11 AM"
"1477","D22",23,48,0.15,3.045,22.013,-4.165,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:12:28 AM"
"1478","D22",23,47,0.2,3.097,22.06,-4.146,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:12:14 AM"
"1479","D22",23,46,0,3.121,22.168,-4.13,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:11:56 AM"
"1480","D22",23,45,0.01,3.135,22.233,-4.134,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:10:57 AM"
"1481","D22",23,44,0.01,3.277,21.756,-4.155,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:10:10 AM"
"1482","D22",23,43,0.1,3.252,21.753,-4.202,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:09:53 AM"
"1483","D22",23,42,0.2,3.169,21.806,-4.231,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:09:29 AM"
"1484","D22",23,41,0.150000006,3.084,21.843,-4.228,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:09:16 AM"
"1485","D22",23,40,0.15,3.034,21.853,-4.21,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:08:50 AM"
"1486","D22",23,39,0.050000001,3.034,21.849,-4.15,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:08:33 AM"
"1487","D22",23,38,0.05,3.036,21.852,-4.15,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:08:07 AM"
"1488","D22",23,37,0,3.088,21.862,-4.091,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:07:54 AM"
"1489","D22",23,36,0.029999999,3.123,21.838,-4.098,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:07:42 AM"
"1490","D22",23,35,0.03,3.179,21.797,-4.089,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:07:22 AM"
"1491","D22",23,34,0,3.192,21.811,-4.062,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:07:05 AM"
"1492","D22",23,33,0.01,3.232,21.761,-4.093,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:06:44 AM"
"1493","D22",23,32,0.01,3.27,21.754,-4.15,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:06:11 AM"
"1494","D22",23,31,0.01,3.32,21.81,-4.144,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:05:57 AM"
"1495","D22",23,30,0.01,3.401,21.848,-4.116,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:05:44 AM"
"1496","D22",23,29,0,3.456,21.869,-4.095,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:05:32 AM"
"1497","D22",23,28,0,3.588,21.895,-4.06,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:05:23 AM"
"1498","D22",23,27,0,3.784,21.914,-3.988,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:04:53 AM"
"1499","D22",23,26,0,3.174,22.271,-4.124,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:04:22 AM"
"1500","D22",23,25,0,3.198,22.331,-4.122,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:04:16 AM"
"1501","D22",23,24,0,3.365,22.531,-4.168,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:04:11 AM"
"1502","D22",23,23,0,3.408,22.587,-4.174,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:04:07 AM"
"1503","D22",23,22,0,3.575,22.269,-4.065,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:04:04 AM"
"1504","D22",23,21,0,3.692,22.102,-4.016,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:04:00 AM"
"1505","D22",23,20,0,3.546,22.062,-4.038,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:03:57 AM"
"1506","D22",23,19,0,3.455,22.059,-4.051,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:03:54 AM"
"1507","D22",23,18,0,3.759,22.058,-3.985,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:03:45 AM"
"1508","D22",23,17,0,3.783,22.188,-4.002,"Bone","4","NA","DG","2","316","950","750","NA","yes","Mammuth, scapula","6/6/2017","10:03:42 AM"
