"","unit","id","suffix","prism","x","y","z.x","type.x","geo.x","spit","exc","plunge","bearing","length.x","max_width","thickness","collected.x","comment","date.x","time","year","date.y","z.y","type.y","geo.y","collected.y","integrity","articulation","nsp.bone","nsp.tooth","nsp.total","skeletal.element","skeletal.part","bone.portion","voorhies.group","BM.category","bone.shape..cube.tube.flat.","bone.structure..dense.trabecular.","description","class","order","family","genus","species","taxon","stratified.surface","length.y","carnivore_gnawing","refit","remarks","reference_id.if_from_plaster_jacket.","totalstation_comment"
"762","F17","37","0",0,5.962,17.042,-3.729,"Bone","4",NA,"DK",NA,NA,30,20,NA,"no","Not collected",2017-06-08,"10:57:07 AM","2017","6/8/2017",-3.729,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",30,NA,NA,NA,NA,"Not collected"
"766","F18","7","0",0.01,5.578,18.54,-3.568,"Bone","4","1","EM",NA,NA,70,NA,NA,"no","not collected, fragment",2015-06-19,"9:57:58 AM","2015","6/19/2015",-3.568,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",70,NA,NA,NA,NA,"not collected, fragment"
"767","F18","8","0",0,5.316,18.424,-3.585,"Bone","4","1","EM",NA,NA,NA,NA,NA,"no","not collected",2015-06-19,"10:20:15 AM","2015","6/19/2015",-3.585,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected"
"768","F18","10","0",0.08,5.234,18.885,-3.623,"Bone","4","2","EM",NA,NA,35,NA,NA,"no","not collected, fragment",2015-06-19,"11:58:33 AM","2015","6/19/2015",-3.623,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",35,NA,NA,NA,NA,"not collected, fragment"
"769","F18","11","0",0.01,5.554,18.159,-3.666,"Bone","4","2","EM",NA,NA,30,NA,NA,"no","not collected, fragment",2015-06-19,"11:59:26 AM","2015","6/19/2015",-3.666,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",30,NA,NA,NA,NA,"not collected, fragment"
"770","F18","12","0",0.01,5.108,18.519,-3.692,"Bone","4","2","EM",NA,NA,NA,NA,NA,"no","fragment",2015-06-19,"12:49:52 PM","2015","6/19/2015",-3.692,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA
"771","F18","13","0",0.06,5.765,18.578,-3.685,"Bone","4","2","EM",NA,NA,30,NA,NA,"no","not collected, fragment",2015-06-19,"2:19:49 PM","2015","6/19/2015",-3.685,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",30,NA,NA,NA,NA,"not collected, fragment"
"772","F18","16","0",0.3,5.249,18.729,-3.855,"Bone","4","3","EM",10,168,110,NA,NA,"no","not collected, long bone fragment",2015-06-22,"11:17:34 AM","2015","6/22/2015",-3.855,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,"not collected, long bone fragment"
"773","F18","17","0",0.3,5.576,18.627,-3.847,"Bone","4","3","EM",20,26,70,NA,NA,"no","not collected, long bone fragment",2015-06-22,"11:33:41 AM","2015","6/22/2015",-3.847,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",70,NA,NA,NA,NA,"not collected, long bone fragment"
"774","F18","18","0",0.4,5.492,18.61,-3.946,"Bone","4","3","EM",30,114,NA,NA,NA,"yes","long bone fragment",2015-06-22,"12:56:36 PM","2015","6/22/2015",-3.946,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone fragment","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment"
"775","F18","19","0",0.18,5.609,18.227,-3.882,"Bone","4","3","EM",NA,NA,NA,NA,NA,"no","not collected, long bone fragment",2015-06-22,"1:48:34 PM","2015","6/22/2015",-3.882,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected, long bone fragment"
"776","F18","28","0",0.1,5.091,18.853,-4.007,"Bone","4",NA,"TM",NA,NA,35,31,NA,"yes","turtle frag.",2017-06-05,"10:33:17 AM","2017","6/5/2017",-4.007,"Bone","4","yes","fragment","isolated","1",NA,"1","carapace",NA,"fragment",NA,NA,NA,NA,"turtle shell","Reptilia","Chelonii",NA,NA,NA,"Chelonii","stratified",35,NA,NA,NA,NA,"turtle frag."
"777","F18","29","0",0.200000003,5.026,18.889,-4.094,"Bone","4",NA,"TM",NA,NA,23,14,NA,"yes","frag.",2017-06-05,"2:12:55 PM","2017","6/5/2017",-4.094,"Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.",NA,NA,NA,NA,NA,NA,"stratified",23,NA,NA,NA,NA,"frag."
"778","F18","31","0",0,5.511,18.105,-3.95,"Bone","4",NA,"TM",NA,NA,60,34,NA,"no","Third phalanx",2017-06-06,"11:27:39 AM","2017","6/6/2017",-3.95,"Bone","4","no","fragment","isolated","1",NA,"1","phalanx",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",60,NA,NA,NA,NA,"Third phalanx"
"779","F18","32","0",0,5.191,18.145,-4.093,"Bone","4",NA,"KH",8,310,130,29,NA,"no","Not collected. Long bone frag.",2017-06-06,"11:30:36 AM","2017","6/6/2017",-4.093,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",130,NA,NA,NA,NA,"Not collected. Long bone frag."
"781","F18","34","0",0.100000001,5.651,18.041,-3.978,"Bone","4",NA,"TM",NA,NA,34,32,NA,"yes","turtle frag.",2017-06-06,"1:14:52 PM","2017","6/6/2017",-3.978,"Bone","4","yes","fragment","isolated","1",NA,"1","carapace",NA,"fragment",NA,NA,NA,NA,"turtle shell","Reptilia","Chelonii",NA,NA,NA,"Chelonii","stratified",34,NA,NA,NA,NA,"turtle frag."
"782","F18","36","0",0.35,5.768,18.298,-3.997,"Bone","4",NA,"TM",20,264,120,35,NA,"no","long bone frag.",2017-06-07,"10:36:30 AM","2017","6/7/2017",-3.997,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",120,NA,NA,NA,NA,"long bone frag."
"783","F18","37","0",0.349999994,5.739,18.364,-4.011,"Bone","4",NA,"TM",NA,NA,41,34,NA,"no","Not collected. frag.",2017-06-07,"10:42:02 AM","2017","6/7/2017",-4.011,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",41,NA,NA,NA,NA,"Not collected. frag."
"784","F18","38","0",0.1,5.362,18.093,-4.222,"Bone","4",NA,"KH",2,342,190,30,NA,"no","Not collected. long bone frag.",2017-06-07,"11:44:58 AM","2017","6/7/2017",-4.222,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",190,NA,NA,NA,NA,"Not collected. long bone frag."
"785","F18","39","0",0,5.155,18.028,-4.161,"Bone","4",NA,"KH",18,320,195,50,NA,"yes","long bone (humerus) frag.",2017-06-07,"11:48:22 AM","2017","6/7/2017",-4.161,"Bone","4","yes","fragment","isolated","1",NA,"1","humerus","appendicular","shaft",NA,NA,NA,NA,"humerus diaphysis frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",195,"possible",NA,NA,NA,"long bone (humerus) frag."
"786","F18","40","0",0.15,5.396,18.173,-4.253,"Bone","4",NA,"KH",NA,NA,50,24,NA,"yes","sesamoid?",2017-06-07,"11:55:48 AM","2017","6/7/2017",-4.253,"Bone","4","yes","fragment","isolated","1",NA,"1","?carapace",NA,"fragment",NA,NA,NA,NA,"?turtle shell","?Reptilia","?Chelonii",NA,NA,NA,"?Chelonii","stratified",50,NA,NA,NA,NA,"sesamoid?"
"787","F18","41","0",0,5.223,18.071,-4.171,"Bone","4",NA,"KH",36,298,NA,NA,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"12:29:30 PM","2017","6/7/2017",-4.171,"Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metatarsal dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus"
"788","F18","41","1",0.1,5.287,18.21,-4.241,"Bone","4",NA,"KH",36,298,NA,NA,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"12:42:13 PM","2017","6/7/2017",-4.241,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"tarsal dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus"
"789","F18","41","2",0.100000001,5.297,18.18,-4.234,"Bone","4",NA,"KH",36,298,NA,NA,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"12:42:37 PM","2017","6/7/2017",-4.234,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal","appendicular",NA,NA,NA,NA,NA,"tarsal dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus"
"790","F18","41","3",0.15,5.295,18.211,-4.255,"Bone","4",NA,"KH",36,298,NA,NA,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"12:54:27 PM","2017","6/7/2017",-4.255,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"tarsal dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus"
"791","F18","41","4",0.15,5.373,18.145,-4.234,"Bone","4",NA,"KH",0,83,200,60,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"1:30:20 PM","2017","6/7/2017",-4.234,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia","appendicular",NA,NA,NA,NA,NA,"tibia dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",200,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus"
"792","F18","41","5",0,5.294,18.266,-4.278,"Bone","4",NA,"KH",0,83,200,60,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"2:24:35 PM","2017","6/7/2017",-4.278,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",200,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus"
"793","F18","41","6",0,5.323,18.234,-4.255,"Bone","4",NA,"KH",0,83,200,60,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"2:25:05 PM","2017","6/7/2017",-4.255,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal","appendicular",NA,NA,NA,NA,NA,"astragalus dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",200,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus"
"794","F18","42","0",0.05,5.177,18.089,-4.204,"Bone","4",NA,"KH",22,340,NA,NA,NA,"no","rib frag.",2017-06-07,"12:55:42 PM","2017","6/7/2017",-4.204,"Bone","4","no","fragment","isolated","1",NA,"1","rib",NA,"fragment",NA,NA,NA,NA,"rib frag.",NA,NA,NA,NA,NA,NA,"stratified",NA,NA,NA,NA,NA,"rib frag."
"795","F18","43","0",0.1,5.125,18.256,-4.216,"Bone","4",NA,"TM",16,318,340,190,NA,"yes","Scapula",2017-06-07,"1:00:36 PM","2017","6/7/2017",-4.216,"Bone","4","yes","fragment","isolated","1",NA,"1","scapula","appendicular","fragment",NA,NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",340,NA,NA,NA,NA,"Scapula"
"802","F18","50","0",0,5.385,18.347,-4.245,"Bone","4",NA,"TM",18,106,NA,NA,NA,"yes","Articulated. tibia, astragalus, calcaneum",2017-06-08,"12:34:23 PM","2017","6/8/2017",-4.245,"Bone","4","yes","complete","articulated","1",NA,"1","tibia",NA,NA,NA,NA,NA,NA,"tibia sin","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"Articulated. tibia, astragalus, calcaneum"
"803","F18","50","1",0,5.394,18.477,-4.209,"Bone","4",NA,"TM",18,106,NA,NA,NA,"yes","Articulated. tibia, astragalus, calcaneum",2017-06-08,"12:36:33 PM","2017","6/8/2017",-4.209,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus sin","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"Articulated. tibia, astragalus, calcaneum"
"804","F18","50","2",0,5.389,18.53,-4.192,"Bone","4",NA,"TM",18,106,NA,NA,NA,"yes","Articulated. tibia, astragalus, calcaneum",2017-06-08,"12:36:52 PM","2017","6/8/2017",-4.192,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus sin","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"Articulated. tibia, astragalus, calcaneum"
"813","F18","54","0",0,5.398,18.355,-4.266,"Bone","4",NA,"TM",28,70,230,30,NA,"yes","Articulated. Metapodial, equus",2017-06-09,"9:53:43 AM","2017","6/9/2017",-4.266,"Bone","4","yes","complete","articulated","3",NA,"3","metapode","appendicular",NA,NA,NA,NA,NA,"metacarpal and lateral metacarpals","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",230,NA,NA,NA,NA,"Articulated. Metapodial, equus"
"814","F18","54","1",0.2,5.302,18.453,-4.18,"Bone","4",NA,"TM",52,56,80,50,NA,"yes","Articulated, slightly switched first phalanx, equus",2017-06-06,"2:52:28 PM","2017","6/6/2017",-4.18,"Bone","4","yes","complete","articulated","3",NA,"3","phalanx, sesamoid","appendicular",NA,NA,NA,NA,NA,"first phalanx and sesamoids","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",80,NA,NA,NA,NA,"Articulated, slightly switched first phalanx, equus"
"815","F18","54","2",0.1,5.272,18.484,-4.119,"Bone","4",NA,"TM",NA,NA,44,44,NA,"yes","Articulated, second phalanx, equus",2017-06-05,"2:42:16 PM","2017","6/5/2017",-4.119,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx","appendicular",NA,NA,NA,NA,NA,"second phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",44,NA,NA,NA,NA,"Articulated, second phalanx, equus"
"816","F18","55","0",0.03,5.434,18.186,-4.268,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:34:11 AM","2017","6/9/2017",-4.268,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"third phalanges","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus"
"817","F18","55","1",0.029999999,5.449,18.157,-4.269,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:37:18 AM","2017","6/9/2017",-4.269,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"second phalanges","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus"
"818","F18","55","2",0.029999999,5.483,18.116,-4.256,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:37:40 AM","2017","6/9/2017",-4.256,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"first phalanges","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus"
"819","F18","55","3",0.029999999,5.584,18.044,-4.21,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:37:57 AM","2017","6/9/2017",-4.21,"Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metacarpal dex","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus"
"820","F18","55","4",0,5.683,17.969,-4.122,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:38:21 AM","2017","6/9/2017",-4.122,"Bone","4","yes","complete","articulated","9",NA,"9","carpal, sesamoid",NA,NA,NA,NA,NA,NA,"5 carpals and 4 sesamoids","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus"
"821","F18","55","5",0,5.652,18.119,-4.205,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:43:55 AM","2017","6/9/2017",-4.205,"Bone","4","yes","complete","articulated","2",NA,"2","radius, ulna",NA,NA,NA,NA,NA,NA,"radius and ulna dex","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus"
"822","F18","55","6",0,5.703,18.185,-4.217,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:48:48 AM","2017","6/9/2017",-4.217,"Bone","4","yes","complete","articulated","1",NA,"1","humerus","appendicular",NA,NA,NA,NA,NA,"humerus dex","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus"
"823","F18","56","0",0,5.511,18.327,-4.204,"Bone","4",NA,"TM",10,84,460,100,NA,"yes","Femur, Rhino",2017-06-09,"11:21:39 AM","2017","6/9/2017",-4.204,"Bone","4","yes","complete","isolated","1",NA,"1","femur","appendicular",NA,NA,NA,NA,NA,"femur sin","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",460,NA,NA,NA,NA,"Femur, Rhino"
"824","F18","57","0",0.05,5.635,18.53,-4.259,"Bone","4",NA,"TM",NA,NA,20,14,NA,"yes","?",2017-06-09,"12:24:43 PM","2017","6/9/2017",-4.259,"Bone","4","yes","complete","isolated","1",NA,"1","carpal","appendicular",NA,"I/II",NA,NA,NA,"carpal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",20,NA,NA,NA,NA,"?"
"825","F18","58","0",0,5.523,18.454,-4.274,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:34:14 PM","2017","6/9/2017",-4.274,"Bone","4","yes","complete","articulated","3",NA,"3","metapode",NA,NA,NA,NA,NA,NA,"metacarpal and lateral metacarpals dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals"
"826","F18","58","1",0,5.508,18.34,-4.278,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:35:58 PM","2017","6/9/2017",-4.278,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"1st phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals"
"827","F18","58","2",0.01,5.511,18.27,-4.283,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:36:22 PM","2017","6/9/2017",-4.283,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"2nd phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals"
"828","F18","58","3",0,5.477,18.255,-4.279,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:36:33 PM","2017","6/9/2017",-4.279,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"3rd phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals"
"829","F18","58","4",0,5.635,18.606,-4.186,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:37:00 PM","2017","6/9/2017",-4.186,"Bone","4","yes","complete","articulated","6",NA,"6","carpal, sesamoid",NA,NA,NA,NA,NA,NA,"carpals and sesamoids dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals"
"831","F18","59","0",0.08,5.624,18.597,-4.271,"Bone","4",NA,"DK",10,338,200,60,NA,"yes","Articulated. cervid, first phalang, metatarsal,",2017-06-09,"1:43:41 PM","2017","6/9/2017",-4.271,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"first phalanges","Mammalia","Artiodactyla","Bovidae",NA,"?ambiguus","Bovidae ?ambiguus","stratified",200,NA,NA,NA,NA,"Articulated. cervid, first phalang, metatarsal,"
"832","F18","59","1",0.079999998,5.524,18.54,-4.343,"Bone","4",NA,"DK",10,338,200,60,NA,"yes","Articulated. cervid, first phalang, metatarsal,",2017-06-09,"1:45:03 PM","2017","6/9/2017",-4.343,"Bone","4","yes","complete","articulated","1",NA,"1","metapode","appendicular",NA,NA,NA,NA,NA,"metatarsal","Mammalia","Artiodactyla","Bovidae",NA,"?ambiguus","Bovidae ?ambiguus","stratified",200,NA,NA,NA,NA,"Articulated. cervid, first phalang, metatarsal,"
"833","F18","60","0",0,5.234,18.168,-4.282,"Bone","4",NA,"GK",0,14,NA,NA,NA,"yes","Articulated: first phalang,second, third,metacarpal",2017-06-09,"1:48:26 PM","2017","6/9/2017",-4.282,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"third phalanx sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated: first phalang,second, third,metacarpal"
"834","F18","60","1",0,5.272,18.192,-4.301,"Bone","4",NA,"GK",0,14,NA,NA,NA,"yes","Articulated: first phalang,second, third,metacarpal",2017-06-09,"1:49:36 PM","2017","6/9/2017",-4.301,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"second phalanx sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated: first phalang,second, third,metacarpal"
"835","F18","60","2",0,5.303,18.237,-4.315,"Bone","4",NA,"GK",0,14,NA,NA,NA,"yes","Articulated: first phalang,second, third,metacarpal",2017-06-09,"1:50:06 PM","2017","6/9/2017",-4.315,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"first phalanx sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated: first phalang,second, third,metacarpal"
"836","F18","60","3",0,5.464,18.257,-4.319,"Bone","4",NA,"GK",0,14,NA,NA,NA,"yes","Articulated: first phalang,second, third,metacarpal",2017-06-09,"1:50:26 PM","2017","6/9/2017",-4.319,"Bone","4","yes","complete","articulated","3",NA,"3","metapode",NA,NA,NA,NA,NA,NA,"metatarsal and lateral metatarsals sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated: first phalang,second, third,metacarpal"
"840","F18","60","7",0,5.592,18.305,-4.316,"Bone","4",NA,"DK",6,240,NA,NA,NA,"yes","tibia",2017-06-09,"3:14:36 PM","2017","6/9/2017",-4.316,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia","appendicular",NA,NA,NA,NA,NA,"tibia sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,"changed from F18-65",NA,"tibia"
"841","F18","61","0",0,5.479,18.333,-4.312,"Bone","4",NA,"DK",NA,NA,35,30,27,"yes","tarsals",2017-06-09,"2:08:38 PM","2017","6/9/2017",-4.312,"Bone","4","yes","complete","articulated","6",NA,"6","tarsal","appendicular",NA,NA,NA,NA,NA,"tarsals","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",35,NA,NA,NA,NA,"tarsals"
"842","F18","62","0",0,5.486,18.495,-4.279,"Bone","4",NA,"DK",12,108,270,130,NA,"yes","scapula, cervid",2017-06-09,"2:24:41 PM","2017","6/9/2017",-4.279,"Bone","4","yes","fragment","isolated","1",NA,"1","scapula","appendicular","fragment",NA,NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",270,NA,NA,NA,NA,"scapula, cervid"
